,quantity,size,price,name,category,month,day_name,hour,total_price,time_category
132,1,L,20.75,The Barbecue Chicken Pizza,Chicken,February,Sunday,11,20.75,Lunch
133,1,L,20.75,The Barbecue Chicken Pizza,Chicken,February,Sunday,15,20.75,Afternoon
134,1,L,20.75,The Barbecue Chicken Pizza,Chicken,February,Sunday,21,20.75,Dinner
135,1,L,20.75,The Barbecue Chicken Pizza,Chicken,February,Monday,18,20.75,Dinner
136,1,L,20.75,The Barbecue Chicken Pizza,Chicken,February,Tuesday,12,20.75,Lunch
137,1,L,20.75,The Barbecue Chicken Pizza,Chicken,February,Tuesday,13,20.75,Lunch
138,1,L,20.75,The Barbecue Chicken Pizza,Chicken,February,Tuesday,22,20.75,Late Night
139,1,L,20.75,The Barbecue Chicken Pizza,Chicken,February,Wednesday,19,20.75,Dinner
140,1,L,20.75,The Barbecue Chicken Pizza,Chicken,February,Thursday,18,20.75,Dinner
141,1,L,20.75,The Barbecue Chicken Pizza,Chicken,February,Friday,15,20.75,Afternoon
142,1,L,20.75,The Barbecue Chicken Pizza,Chicken,February,Friday,16,20.75,Afternoon
143,1,L,20.75,The Barbecue Chicken Pizza,Chicken,February,Friday,21,20.75,Dinner
144,1,L,20.75,The Barbecue Chicken Pizza,Chicken,February,Saturday,12,20.75,Lunch
145,1,L,20.75,The Barbecue Chicken Pizza,Chicken,February,Saturday,15,20.75,Afternoon
146,1,L,20.75,The Barbecue Chicken Pizza,Chicken,February,Saturday,19,20.75,Dinner
147,1,L,20.75,The Barbecue Chicken Pizza,Chicken,February,Sunday,12,20.75,Lunch
148,1,L,20.75,The Barbecue Chicken Pizza,Chicken,February,Sunday,13,20.75,Lunch
149,1,L,20.75,The Barbecue Chicken Pizza,Chicken,February,Monday,11,20.75,Lunch
150,1,L,20.75,The Barbecue Chicken Pizza,Chicken,February,Tuesday,12,20.75,Lunch
151,1,L,20.75,The Barbecue Chicken Pizza,Chicken,February,Tuesday,16,20.75,Afternoon
152,1,L,20.75,The Barbecue Chicken Pizza,Chicken,February,Tuesday,17,20.75,Afternoon
153,1,L,20.75,The Barbecue Chicken Pizza,Chicken,February,Tuesday,18,20.75,Dinner
154,1,L,20.75,The Barbecue Chicken Pizza,Chicken,February,Wednesday,15,20.75,Afternoon
155,1,L,20.75,The Barbecue Chicken Pizza,Chicken,February,Thursday,18,20.75,Dinner
156,1,L,20.75,The Barbecue Chicken Pizza,Chicken,February,Friday,11,20.75,Lunch
157,1,L,20.75,The Barbecue Chicken Pizza,Chicken,February,Friday,12,20.75,Lunch
158,1,L,20.75,The Barbecue Chicken Pizza,Chicken,February,Friday,17,20.75,Afternoon
159,1,L,20.75,The Barbecue Chicken Pizza,Chicken,February,Friday,19,20.75,Dinner
160,1,L,20.75,The Barbecue Chicken Pizza,Chicken,February,Saturday,11,20.75,Lunch
161,1,L,20.75,The Barbecue Chicken Pizza,Chicken,February,Saturday,15,20.75,Afternoon
162,1,L,20.75,The Barbecue Chicken Pizza,Chicken,February,Saturday,18,20.75,Dinner
163,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Sunday,12,20.75,Lunch
164,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Sunday,17,20.75,Afternoon
165,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Monday,15,20.75,Afternoon
166,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Monday,15,20.75,Afternoon
167,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Monday,17,20.75,Afternoon
168,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Tuesday,16,20.75,Afternoon
169,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Tuesday,16,20.75,Afternoon
170,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Wednesday,11,20.75,Lunch
171,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Wednesday,12,20.75,Lunch
172,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Wednesday,12,20.75,Lunch
173,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Wednesday,13,20.75,Lunch
174,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Wednesday,17,20.75,Afternoon
175,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Wednesday,18,20.75,Dinner
176,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Wednesday,20,20.75,Dinner
177,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Thursday,12,20.75,Lunch
178,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Thursday,12,20.75,Lunch
179,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Friday,15,20.75,Afternoon
180,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Friday,20,20.75,Dinner
181,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Friday,20,20.75,Dinner
182,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Saturday,11,20.75,Lunch
183,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Saturday,18,20.75,Dinner
184,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Saturday,18,20.75,Dinner
185,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Saturday,21,20.75,Dinner
186,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Sunday,12,20.75,Lunch
187,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Sunday,17,20.75,Afternoon
188,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Sunday,18,20.75,Dinner
189,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Sunday,20,20.75,Dinner
190,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Monday,11,20.75,Lunch
191,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Monday,20,20.75,Dinner
192,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Tuesday,11,20.75,Lunch
193,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Tuesday,14,20.75,Lunch
194,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Tuesday,20,20.75,Dinner
195,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Wednesday,20,20.75,Dinner
196,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Thursday,12,20.75,Lunch
197,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Thursday,13,20.75,Lunch
198,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Thursday,13,20.75,Lunch
199,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Thursday,14,20.75,Lunch
200,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Thursday,17,20.75,Afternoon
201,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Thursday,18,20.75,Dinner
202,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Friday,17,20.75,Afternoon
203,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Friday,17,20.75,Afternoon
204,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Saturday,12,20.75,Lunch
205,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Saturday,18,20.75,Dinner
206,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Sunday,14,20.75,Lunch
207,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Sunday,16,20.75,Afternoon
208,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Monday,13,20.75,Lunch
209,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Tuesday,12,20.75,Lunch
210,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Tuesday,16,20.75,Afternoon
211,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Tuesday,17,20.75,Afternoon
212,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Tuesday,20,20.75,Dinner
213,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Tuesday,21,20.75,Dinner
214,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Wednesday,13,20.75,Lunch
215,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Wednesday,16,20.75,Afternoon
216,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Wednesday,20,20.75,Dinner
217,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Wednesday,22,20.75,Late Night
218,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Thursday,13,20.75,Lunch
219,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Thursday,14,20.75,Lunch
220,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Thursday,15,20.75,Afternoon
221,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Thursday,16,20.75,Afternoon
222,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Thursday,19,20.75,Dinner
223,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Friday,12,20.75,Lunch
224,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Friday,13,20.75,Lunch
225,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Saturday,11,20.75,Lunch
226,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Sunday,17,20.75,Afternoon
227,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Sunday,20,20.75,Dinner
228,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Monday,11,20.75,Lunch
229,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Monday,12,20.75,Lunch
230,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Monday,12,20.75,Lunch
231,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Monday,12,20.75,Lunch
232,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Monday,13,20.75,Lunch
233,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Monday,16,20.75,Afternoon
234,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Tuesday,12,20.75,Lunch
235,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Tuesday,17,20.75,Afternoon
236,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Wednesday,11,20.75,Lunch
237,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Wednesday,18,20.75,Dinner
238,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Thursday,11,20.75,Lunch
239,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Thursday,14,20.75,Lunch
240,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Friday,16,20.75,Afternoon
241,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Friday,17,20.75,Afternoon
242,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Friday,17,20.75,Afternoon
243,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Friday,20,20.75,Dinner
244,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Saturday,16,20.75,Afternoon
245,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Saturday,17,20.75,Afternoon
246,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Sunday,12,20.75,Lunch
247,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Sunday,16,20.75,Afternoon
248,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Sunday,20,20.75,Dinner
249,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Monday,11,20.75,Lunch
250,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Monday,13,20.75,Lunch
251,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Monday,14,20.75,Lunch
252,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Monday,15,20.75,Afternoon
253,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Monday,15,20.75,Afternoon
254,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Tuesday,13,20.75,Lunch
255,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Tuesday,13,20.75,Lunch
256,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Tuesday,15,20.75,Afternoon
257,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Tuesday,16,20.75,Afternoon
258,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Tuesday,19,20.75,Dinner
259,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Tuesday,19,20.75,Dinner
260,1,L,20.75,The Barbecue Chicken Pizza,Chicken,March,Tuesday,21,20.75,Dinner
261,1,L,20.75,The Barbecue Chicken Pizza,Chicken,April,Thursday,13,20.75,Lunch
262,1,L,20.75,The Barbecue Chicken Pizza,Chicken,April,Friday,16,20.75,Afternoon
263,1,L,20.75,The Barbecue Chicken Pizza,Chicken,April,Friday,18,20.75,Dinner
264,1,L,20.75,The Barbecue Chicken Pizza,Chicken,April,Saturday,20,20.75,Dinner
265,1,L,20.75,The Barbecue Chicken Pizza,Chicken,April,Sunday,13,20.75,Lunch
266,1,L,20.75,The Barbecue Chicken Pizza,Chicken,April,Monday,21,20.75,Dinner
267,1,L,20.75,The Barbecue Chicken Pizza,Chicken,April,Tuesday,11,20.75,Lunch
268,1,L,20.75,The Barbecue Chicken Pizza,Chicken,April,Tuesday,12,20.75,Lunch
269,1,L,20.75,The Barbecue Chicken Pizza,Chicken,April,Tuesday,13,20.75,Lunch
270,1,L,20.75,The Barbecue Chicken Pizza,Chicken,April,Tuesday,14,20.75,Lunch
271,1,L,20.75,The Barbecue Chicken Pizza,Chicken,April,Tuesday,18,20.75,Dinner
272,1,L,20.75,The Barbecue Chicken Pizza,Chicken,April,Wednesday,12,20.75,Lunch
273,1,L,20.75,The Barbecue Chicken Pizza,Chicken,April,Wednesday,13,20.75,Lunch
274,1,L,20.75,The Barbecue Chicken Pizza,Chicken,April,Wednesday,15,20.75,Afternoon
275,1,L,20.75,The Barbecue Chicken Pizza,Chicken,April,Thursday,11,20.75,Lunch
276,1,L,20.75,The Barbecue Chicken Pizza,Chicken,April,Thursday,12,20.75,Lunch
277,1,L,20.75,The Barbecue Chicken Pizza,Chicken,April,Thursday,16,20.75,Afternoon
278,1,L,20.75,The Barbecue Chicken Pizza,Chicken,April,Thursday,22,20.75,Late Night
279,1,L,20.75,The Barbecue Chicken Pizza,Chicken,April,Friday,13,20.75,Lunch
280,1,L,20.75,The Barbecue Chicken Pizza,Chicken,April,Saturday,13,20.75,Lunch
281,1,L,20.75,The Barbecue Chicken Pizza,Chicken,April,Saturday,16,20.75,Afternoon
282,1,L,20.75,The Barbecue Chicken Pizza,Chicken,April,Saturday,16,20.75,Afternoon
283,1,L,20.75,The Barbecue Chicken Pizza,Chicken,April,Saturday,17,20.75,Afternoon
284,1,L,20.75,The Barbecue Chicken Pizza,Chicken,April,Saturday,18,20.75,Dinner
285,1,L,20.75,The Barbecue Chicken Pizza,Chicken,April,Sunday,16,20.75,Afternoon
286,1,L,20.75,The Barbecue Chicken Pizza,Chicken,April,Sunday,20,20.75,Dinner
287,1,L,20.75,The Barbecue Chicken Pizza,Chicken,April,Monday,11,20.75,Lunch
